customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,default,owns_car,tenure
1683,Brenn,Bacon,U,72,,Budget/Accounting Analyst I,IT,Mass Customer,N,,Yes,
1687,Chance,Maben,Male,16,1991-05-09,,Manufacturing,Affluent Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,8.0
1688,Charmaine,Suller,Female,80,1978-12-05,Systems Administrator II,,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,15.0
1691,Tomlin,,Male,50,1979-11-16,Account Coordinator,,High Net Worth,N,"''''""",Yes,7.0
1694,Tonnie,McLinden,Male,11,1959-10-11,,IT,Mass Customer,N,á,Yes,19.0
1695,Blanch,Leyshon,Female,11,1991-05-18,Environmental Specialist,,High Net Worth,N,",ãã»:*:ã»ãâ( â» Ï â» )ãã»:*:ã»ãâ",Yes,4.0
1698,Christabella,Eldredge,Female,58,1971-08-24,,Health,Affluent Customer,N,1000000000000000049861653971908893017010268485438462151574892930611988399099305815384459015356416,Yes,18.0
1701,Hazlett,Goane,Male,11,1963-04-24,,Manufacturing,High Net Worth,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,17.0
1706,Slade,Semark,Male,32,1961-08-19,,Financial Services,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,10.0
1711,Marie-jeanne,Mattson,Female,81,1993-09-26,,Manufacturing,High Net Worth,N,ãã¼ãã£ã¼ã¸è¡ããªãã,Yes,7.0
1712,Chad,,Female,63,1976-10-12,Dental Hygienist,Health,High Net Worth,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,Yes,7.0
1723,Atalanta,Stoeck,Female,90,1986-10-24,Geologist IV,,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,7.0
1727,Everard,,Male,43,1978-05-10,Assistant Media Planner,Entertainment,High Net Worth,N,×Ö¸×Ö°×ªÖ¸×testØ§ÙØµÙØ­Ø§Øª Ø§ÙØªÙØ­ÙÙ,No,6.0
1738,Frankie,Seydlitz,Male,39,1985-04-24,Engineer II,Argiculture,High Net Worth,N,,Yes,14.0
1740,Faythe,Janaszewski,U,83,,Research Associate,IT,Mass Customer,N,,Yes,
1742,Quintin,Dublin,Male,48,1958-08-17,Tax Accountant,,High Net Worth,N,â¢,No,13.0
1746,Kev,,Male,58,1962-01-05,Operator,IT,High Net Worth,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,6.0
1749,Debbi,Petschelt,Female,66,1980-10-22,,Telecommunications,High Net Worth,N,ðµ ð ð ð,No,4.0
1751,Sara-ann,Haddick,Female,49,1969-03-23,,Health,Mass Customer,N,,No,4.0
1752,Diane,Busk,Female,92,1977-01-27,Systems Administrator II,,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,17.0
1754,Zonnya,Tolland,Female,24,1965-11-27,,Retail,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,Yes,15.0
1756,Daron,,Female,92,1976-12-17,Junior Executive,,High Net Worth,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,7.0
1757,Hashim,Hartwell,Male,68,1966-03-03,,IT,High Net Worth,N,<svg><script>0<1>alert('XSS')</script>,No,7.0
1764,Zaria,Van der Krui,Female,36,1960-06-21,Desktop Support Technician,,Mass Customer,N,â,Yes,10.0
1765,Sibella,O' Mara,Female,48,1967-02-13,Senior Quality Engineer,,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,No,10.0
1766,Maye,O'Moylane,Female,53,1985-10-20,Senior Quality Engineer,,Affluent Customer,N,â£,No,21.0
1768,Normand,Ganderton,Male,36,1974-02-09,Programmer I,Manufacturing,High Net Worth,N,,No,13.0
1769,Sheridan,Shaves,Male,13,1960-11-26,,,Mass Customer,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,5.0
1770,Chrysler,Vasile,Female,63,1995-04-10,Junior Executive,,Mass Customer,N,ð¾ ð ð ð ð ð ð ð§,Yes,7.0
1773,Nickolas,Guittet,U,82,,,IT,Mass Customer,N,,Yes,
1778,Emera,Margrem,Female,72,2000-07-30,Staff Accountant III,,Mass Customer,N,ÅâÂ´Â®â Â¥Â¨ËÃ¸Ïââ,Yes,2.0
1780,Maude,Tixier,U,52,,Research Associate,IT,Mass Customer,N,,No,
1781,Sammie,Uglow,Male,63,1965-07-26,Data Coordiator,,Affluent Customer,N,,No,17.0
1783,Brett,McCalister,Male,55,1995-07-30,,Retail,Mass Customer,N,"'""''''""",Yes,7.0
1792,Dunstan,Kegley,Male,1,1988-04-07,,Financial Services,Mass Customer,N,-1,No,15.0
1797,Basile,Le Floch,Male,49,1974-05-16,Assistant Professor,,Mass Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),No,8.0
1799,Tito,Brash,Male,81,1977-12-23,,,Affluent Customer,N,"__ï¾(,_,*)",No,17.0
1803,Clarinda,Edlyn,Female,75,1988-01-13,,,Mass Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,6.0
1806,Gil,De Gregorio,U,95,,Software Test Engineer IV,IT,Mass Customer,N,,No,
1807,Pollyanna,Serjeantson,Female,45,1955-03-15,Help Desk Operator,,High Net Worth,N,100,Yes,16.0
1811,Sylvan,Sugge,Male,59,1999-10-13,,Financial Services,Mass Customer,N,Â¸ËÃâÄ±ËÃÂ¯ËÂ¿,No,1.0
1816,Lonni,Andrichak,Female,68,1977-02-25,,Argiculture,Mass Customer,N,Ì¦HÍÌ¬Ì¤ÌÌ¤eÍ ÍÌÌ¥ÌÌ»ÍÌwÌhÌÌ¯ÍoÌÍÌÍÌ±Ì® ÒÌºÌÌÌÍWÌ·Ì¼Ì­aÌºÌªÍiÌ¨ÍÍÌ­ÍÌ¯ÌtÌ¶Ì¼Ì®sÌÌÍÍ Ì Ì«Ì BÌ»ÍÍÍÍÌ³eÌµhÌµÌ¬ÍÌ«ÍiÌÌ¹ÍÌ³Ì³Ì®ÍÌ«nÍdÌ´ÌªÌÌ ÍÌ°ÍÌ©ÍÍÍÌ²TÍ¢ÍÌ¼ÍÌªhÍÍÌ®Ì»eÌ¬ÌÍÌ Ì¤Ì¹ÌWÍÍÍÌÌÍÍaÍÍÍÌ¹Ì¼,No,18.0
1817,Jozef,Frizzell,Male,32,1975-03-13,Graphic Designer,,High Net Worth,N,(ï½¡â â âï½¡),No,19.0
1822,Trudie,Capper,Female,67,1962-09-18,,Financial Services,Mass Customer,N,nil,No,9.0
1823,Trude,Rizzardo,Female,29,1974-05-24,VP Quality Control,,High Net Worth,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,No,10.0
1829,Darcy,Jaslem,Male,82,1980-10-29,Editor,,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,14.0
1843,Kennett,Attack,Male,96,1984-09-08,Recruiting Manager,,Mass Customer,N,',Yes,4.0
1844,Amaleta,Slafford,Female,71,1975-10-21,Product Engineer,,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,12.0
1849,Jess,Bollans,Male,6,1958-07-01,,Retail,Mass Customer,N,!@#$%^&*(),Yes,5.0
1851,Miles,Fallows,Male,20,1974-03-18,Account Representative II,,Mass Customer,N,â©testâ©,No,13.0
1853,Agathe,Dimmick,Female,67,1987-06-20,Recruiter,,Mass Customer,N,",./;'[]\-=",Yes,17.0
1854,Mandie,Jeger,Female,11,1978-09-12,Community Outreach Specialist,,High Net Worth,N,"""'",Yes,17.0
1858,Gabriella,,Female,30,1957-04-26,Senior Sales Associate,Manufacturing,High Net Worth,N,á,Yes,11.0
1862,Daron,Umpleby,Female,24,1980-06-29,,Health,High Net Worth,N,"×Ö¼Ö°×¨Öµ××©×Ö´××ª, ×Ö¼Ö¸×¨Ö¸× ×Ö±×Ö¹×Ö´××, ×Öµ×ª ×Ö·×©Ö¼×Ö¸×Ö·×Ö´×, ×Ö°×Öµ×ª ×Ö¸×Ö¸×¨Ö¶×¥",Yes,4.0
1865,Isabelita,Kitchener,Female,35,1997-12-24,Office Assistant III,,Mass Customer,N,ð,No,3.0
1867,Tonya,Ritmeier,Female,96,1986-04-16,Senior Developer,,Affluent Customer,N,ï¾ï½¥â¿ã¾â²(ï½¡ââ¿âï½¡)â±â¿ï½¥ï¾,No,3.0
1870,Alikee,Sjollema,Female,24,1973-01-16,Graphic Designer,,Affluent Customer,N,â°â´âµâââ,No,9.0
1874,Nickolai,McChesney,Male,17,1957-09-29,,Argiculture,High Net Worth,N,â¢,Yes,7.0
1880,Garrett,Dommett,Male,50,1972-08-11,,,High Net Worth,N,1,No,17.0
1881,Gherardo,Lahy,Male,61,1957-12-10,Quality Control Specialist,,Affluent Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,Yes,12.0
1882,Justin,Ragless,Male,86,1964-05-05,Account Executive,Manufacturing,Affluent Customer,N,,No,10.0
1883,Jinny,Cawood,Female,6,1991-08-13,,Health,Mass Customer,N,ÌÌºÍÌ¹Ì¯ÍTÌ±Ì¤ÍÌ¥ÍÍhÍÌ²eÍÍÌ¼ÌÌÌ¼Ì£Í ÍÌÌ±Ì ÍÍÍNÍ ÍeÌÌ±zÌÌÌÌºÍpÌ¤ÌºÌ¹ÍÌ¯ÍeÍÌ Ì»Ì rÌ¨Ì¤ÍÌºÌÍÌÌdÍÌ ÌÌ­Ì¬ÌiÌ¦ÍÌ©ÍÍÌ¤aÌ ÌÌ¬ÍÌnÍÍ Ì»ÌÌ°ÍÍhÌµÍiÌ³ÌvÌ¢ÍeÍÌ­Í-ÒÌ­Ì©Ì¼ÍmÌ¤Ì­Ì«iÍÍÌÌ¦nÌÍdÌ£Ì ÍÌ¯Ì²ÍoÌ¨ÌÌ¯Ì°Ì²,No,6.0
1884,Aurore,Buckmaster,Female,19,1969-11-25,,Manufacturing,Mass Customer,N,-1,Yes,17.0
1888,Sibyl,Scholtz,Female,67,2002-01-26,Food Chemist,Health,Mass Customer,N,,Yes,1.0
1889,Dare,,Male,98,1973-07-07,Quality Control Specialist,Retail,Affluent Customer,N,Ì¡ÍÍÌIÍÌÌÌ¦nÍÍÍvÌ®Ì«okÌ²Ì«ÌÍiÌÍÌ­Ì¹Ì ÌnÌ¡Ì»Ì®Ì£ÌºgÌ²ÍÍÌ­ÍÌ¬Í Ì°tÍÌ¦hÌÌ²eÌ¢Ì¤ ÍÌ¬Ì²ÍfÌ´ÌÍÌ£eÍÍeÌ£Ì¥Ì©lÍÍÍiÍ ÍÍÌ¦nÍÍÌÍÌ³Ì®gÍ Ì¨oÍ¡ÍÌªfÌÌ£Ì¬ ÌÌÍÌÍÌ®cÒÍÌ«ÍÍÍÍÍhÌµÌ¤Ì£ÍÍaÍÌÌ¼ÍÍoÌ¼Ì£Ì¥sÍ¢Ì±ÍÌºÌÌ¦Ì».ÌÌ,No,11.0
1892,Allyson,Pinsent,Female,48,1995-09-07,,Retail,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,2.0
1893,Gunar,Sleit,Male,25,1968-04-22,Administrative Officer,,Mass Customer,N,Ã¥ÃâÆÂ©ËâËÂ¬â¦Ã¦,No,5.0
1894,Patten,Laytham,Male,86,1976-04-01,Automation Specialist III,Manufacturing,High Net Worth,N,,Yes,17.0
1896,Garald,Brasner,Male,13,1995-04-30,Project Manager,,High Net Worth,N,â¦testâ§,No,1.0
1897,Cosette,Callar,Female,58,1997-08-20,Product Engineer,,Mass Customer,N,ã,Yes,1.0
1899,Lambert,Vardey,Male,29,1997-09-02,,Retail,Affluent Customer,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,4.0
1903,Tucky,Pizzie,Male,8,1973-11-20,Project Manager,,High Net Worth,N,00ËÆ$-,Yes,4.0
1905,Corabelle,,Female,21,1953-09-17,Help Desk Technician,Manufacturing,Affluent Customer,N,00ËÆ$-,No,15.0
1906,Waylan,Katte,Male,69,1988-04-24,Product Engineer,Retail,Mass Customer,N,,No,22.0
1918,Devin,Sandeson,U,83,,Staff Accountant II,IT,Affluent Customer,N,,No,
1921,Cybill,Wakes,Female,70,1982-12-03,Accountant III,,Mass Customer,N,ð,No,17.0
1922,Ailene,Tomkies,Female,7,1969-11-11,Speech Pathologist,,High Net Worth,N,() { 0; }; touch /tmp/blns.shellshock1.fail;,Yes,5.0
1924,Eolande,Kauscher,Female,94,1965-12-01,VP Product Management,,Mass Customer,N,,Yes,14.0
1925,Amaleta,Dickens,Female,34,1982-01-28,,,Mass Customer,N,Â¡â¢Â£Â¢âÂ§Â¶â¢ÂªÂºââ ,Yes,7.0
1934,Bryant,Tordiffe,Male,70,1963-01-17,Budget/Accounting Analyst IV,,Affluent Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,14.0
1935,Galvan,,Male,72,1974-11-13,Senior Sales Associate,,Mass Customer,N,NIL,No,9.0
1938,Austin,Toopin,U,47,,Automation Specialist IV,IT,Mass Customer,N,,Yes,
1939,Pierce,Cheke,Male,81,1992-05-03,Safety Technician I,,Mass Customer,N,â«testâ«,Yes,8.0
1945,Griffin,Gisbourn,Male,88,1978-07-10,Software Test Engineer II,,High Net Worth,N,!@#$%^&*(),Yes,9.0
1946,Brannon,Gladman,Male,37,1959-01-04,Systems Administrator III,,Mass Customer,N,âââ,No,8.0
1948,Elizabeth,Applewhaite,Female,30,1964-06-08,,Entertainment,Mass Customer,N,ï½ï½¨(Â´âï½â©,No,11.0
1955,Thornton,Vereker,Male,18,1980-11-22,Environmental Specialist,,Mass Customer,N,âð¿ ðªð¿ ðð¿ ðð¿ ðð¿ ðð¿,No,11.0
1956,Omero,Murra,Male,36,1994-07-08,Human Resources Assistant I,Health,Affluent Customer,N,,Yes,3.0
1958,Janina,Keme,Female,62,1985-09-01,Professor,,Mass Customer,N,á,No,22.0
1960,Falkner,Jochens,Male,86,1978-07-03,Software Engineer II,,Mass Customer,N,100,Yes,10.0
1961,Licha,Lyes,Female,10,1960-11-22,Physical Therapy Assistant,,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,15.0
1966,Moshe,Nicholl,Male,75,1993-10-31,,Financial Services,High Net Worth,N,ì¬íê³¼íì ì´íì°êµ¬ì,No,3.0
1967,Nomi,,Female,88,1985-11-19,Chemical Engineer,Manufacturing,Affluent Customer,N,"''''""",Yes,17.0
1971,Mariel,Dyke,Female,49,1998-02-10,,Manufacturing,Mass Customer,N,,Yes,4.0
1972,Obed,Pauler,Male,12,1989-07-14,,IT,Mass Customer,N,,Yes,2.0
1974,Aharon,Moller,Male,67,1958-06-15,Administrative Officer,,Mass Customer,N,1,Yes,15.0
1976,Letitia,Coan,Female,84,1975-08-16,Product Engineer,Manufacturing,Mass Customer,N,,No,11.0
1977,Myrtia,Paschke,Female,28,1977-10-04,,Manufacturing,Mass Customer,N,100,Yes,5.0
1979,Ephrem,Cariss,Male,98,1960-05-15,Statistician III,Manufacturing,Mass Customer,N,,Yes,11.0
1981,Calv,Zelland,Male,62,1986-01-30,Sales Associate,,Affluent Customer,N,Ù¡Ù¢Ù£,No,12.0
1982,Julee,Hallewell,Female,80,1968-03-30,Senior Cost Accountant,Financial Services,High Net Worth,N,,Yes,16.0
1985,Chrysler,Longstaffe,Female,1,1978-12-02,Computer Systems Analyst I,,Mass Customer,N,â©testâ©,Yes,16.0
1986,Melania,Ruske,Female,53,1981-12-30,,Retail,Mass Customer,N,testâ testâ«,No,16.0
1990,Mira,Askham,U,9,,Senior Financial Analyst,Financial Services,High Net Worth,N,,No,
1993,Agustin,Isworth,Male,82,1980-07-27,Accounting Assistant II,,High Net Worth,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,3.0
1994,Gray,McLorinan,Female,71,1986-04-25,,Manufacturing,High Net Worth,N,é¨è½æ ¼,No,11.0
1995,Mabel,Sallter,Female,6,1969-03-26,Automation Specialist II,,Mass Customer,N,',Yes,11.0
1997,Tedmund,Simonsson,Male,57,1996-09-27,Structural Engineer,,Mass Customer,N,<script>alert('hi')</script>,No,5.0
1998,Hamil,Britch,Male,13,1975-03-26,Media Manager IV,Manufacturing,High Net Worth,N,,No,21.0
2000,Kain,Rene,U,68,,Assistant Professor,IT,High Net Worth,N,,Yes,
2002,Matilde,Hamsher,Female,55,1971-06-20,Mechanical Systems Engineer,Financial Services,Mass Customer,N,,No,12.0
2021,Ulrica,Abelwhite,U,31,,Software Test Engineer I,IT,High Net Worth,N,,Yes,
2022,Mortimer,Iremonger,Male,79,1982-07-03,,IT,Affluent Customer,N,-1,No,7.0
2023,Marco,Denziloe,Male,15,1971-01-11,Associate Professor,,High Net Worth,N,/dev/null; touch /tmp/blns.fail ; echo,No,10.0
2025,Agosto,Thon,Male,59,1982-04-15,VP Quality Control,,Mass Customer,N,../../../../../../../../../../../etc/hosts,Yes,3.0
2027,Whitney,Dahle,Male,89,1964-09-02,VP Product Management,,High Net Worth,N,`ââ¬â¹âºï¬ï¬â¡Â°Â·ââÂ±,No,10.0
2031,Philbert,Albone,Male,99,1987-01-21,Geologist III,,Mass Customer,N,Î©âÃ§ââ«ËÂµâ¤â¥Ã·,No,12.0
2035,Kylie,Terese,Male,40,1979-06-01,Senior Developer,Health,Mass Customer,N,,No,19.0
2036,Alix,Gilliland,Female,11,1977-04-29,,,Mass Customer,N,â¡,No,17.0
2043,Veronike,Clampett,Female,67,1977-09-05,Software Consultant,,Mass Customer,N,-100,No,7.0
2046,Charis,Maas,Female,3,1959-07-27,Marketing Manager,,Mass Customer,N,NIL,Yes,13.0
2050,Opal,Costa,Female,22,1954-06-26,Business Systems Development Analyst,,Mass Customer,N,åè£½æ¼¢èª,Yes,5.0
2052,Ganny,Sealeaf,Male,5,1955-11-30,,Retail,Mass Customer,N,ç¤¾æç§å­¸é¢èªå­¸ç ç©¶æ,Yes,8.0
2053,Horatius,Dufton,Male,7,1978-05-28,,Financial Services,Affluent Customer,N,â°â´âµâââ,Yes,11.0
2054,Horace,Gilpillan,Male,12,1995-08-21,,Manufacturing,Mass Customer,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },Yes,22.0
2059,Kylen,Gimson,Female,21,1977-02-15,Graphic Designer,,High Net Worth,N,1,No,12.0
2061,Loralyn,,Female,71,1983-01-24,Technical Writer,Manufacturing,High Net Worth,N,(ï½¡â â âï½¡),No,4.0
2068,Wandie,Nare,Female,23,1956-08-08,Account Representative I,,High Net Worth,N,../../../../../../../../../../../etc/hosts,No,8.0
2069,Sol,Holdron,U,32,,Software Test Engineer IV,IT,Mass Customer,N,,Yes,
2070,Tiphany,Leppington,Female,0,1981-12-05,Recruiting Manager,,Mass Customer,N,<script>alert('hi')</script>,No,8.0
2071,Ardis,Ramelet,Female,69,1978-02-07,,,Mass Customer,N,-100,No,10.0
2073,Linea,,Female,87,1974-01-30,,Manufacturing,High Net Worth,N,"<>?:""{}|_+",Yes,10.0
2074,Roslyn,Rawdall,Female,90,1997-06-11,,Financial Services,Mass Customer,N,100,No,4.0
2079,Eda,,Female,49,1956-07-29,Account Executive,,High Net Worth,N,!@#$%^&*(),No,11.0
2080,Rosamond,Sainer,Female,15,1959-08-07,Human Resources Assistant IV,,High Net Worth,N,â,No,17.0
2083,Karee,Ortler,Female,5,1980-07-18,,,Mass Customer,N,"Ø«Ù ÙÙØ³ Ø³ÙØ·Øª ÙØ¨Ø§ÙØªØ­Ø¯ÙØ¯Ø, Ø¬Ø²ÙØ±ØªÙ Ø¨Ø§Ø³ØªØ®Ø¯Ø§Ù Ø£Ù Ø¯ÙÙ. Ø¥Ø° ÙÙØ§Ø Ø§ÙØ³ØªØ§Ø± ÙØªÙØµÙØ¨ ÙØ§Ù. Ø£ÙÙÙ Ø§ÙØ·Ø§ÙÙØ§Ø Ø¨Ø±ÙØ·Ø§ÙÙØ§-ÙØ±ÙØ³Ø§ ÙØ¯ Ø£Ø®Ø°. Ø³ÙÙÙØ§ÙØ Ø¥ØªÙØ§ÙÙØ© Ø¨ÙÙ ÙØ§, ÙØ°ÙØ± Ø",No,4.0
2084,Britni,Menguy,Female,6,1986-10-03,,IT,Mass Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,Yes,17.0
2094,Merle,Pesticcio,Male,15,1984-01-27,Biostatistician IV,,Mass Customer,N,../../../../../../../../../../../etc/hosts,No,16.0
2100,Der,Blatcher,Male,34,1978-05-30,Marketing Assistant,IT,Mass Customer,N,,No,14.0
2101,Maryann,,Female,71,1998-03-08,General Manager,,Mass Customer,N,åè£½æ¼¢èª,Yes,2.0
2102,Carl,Penquet,Male,80,1976-01-08,Senior Editor,,Affluent Customer,N,ð©ð½,No,5.0
2118,Ulrick,Calyton,Male,29,1978-07-22,Developer III,,High Net Worth,N,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },No,7.0
2122,Osborne,Nawton,Male,85,1973-01-27,Registered Nurse,Health,High Net Worth,N,,Yes,11.0
2124,Damien,Bartczak,Male,17,1978-01-30,,Retail,High Net Worth,N,-1,No,18.0
2131,Nettle,Painter,Female,12,1971-03-21,Payment Adjustment Coordinator,,Mass Customer,N,â,Yes,7.0
2135,Teador,Laurant,Male,97,1980-09-18,Structural Engineer,,Mass Customer,N,/dev/null; touch /tmp/blns.fail ; echo,Yes,15.0
2137,Renie,,Female,46,1971-06-22,Chemical Engineer,Manufacturing,Affluent Customer,N,ã,No,5.0
2142,Marti,McComish,Female,61,1979-07-02,Biostatistician IV,,Affluent Customer,N,âââ,No,7.0
2143,Napoleon,Terron,Male,53,1963-12-23,Business Systems Development Analyst,,High Net Worth,N,ZÌ®ÌÍÌ ÍÍAÌ¥ÌÌÍÌ»ÌLÌ£ÍÍÌ¯Ì¹ÌÍGÌ»OÌ­ÌÌ®,Yes,10.0
2146,Timmie,Lenden,Male,75,1967-01-25,,,Mass Customer,N,ï»¿,No,13.0
2147,Franzen,Kielty,Male,42,1998-11-04,Engineer IV,,High Net Worth,N,1,Yes,1.0
2149,Lana,Druce,Female,26,1978-05-19,Professor,,High Net Worth,N,-100,No,6.0
2150,Huntlee,Pashba,Male,75,1959-09-05,,Retail,Affluent Customer,N,(â¯Â°â¡Â°ï¼â¯ï¸µ â»ââ»),Yes,8.0
2151,Herrick,Gammett,Male,9,1986-10-23,,Entertainment,Affluent Customer,N,â¤ï¸ ð ð ð ð ð ð ð ð ð ð ð ð ð ð,No,6.0
2153,Jimmy,,Male,22,1986-10-13,Financial Analyst,Financial Services,Mass Customer,N,ð,No,10.0
2155,Fayth,Millions,Female,24,1964-01-09,Data Coordiator,,Mass Customer,N,(ï¾à²¥çà²¥ï¼ï¾ï»¿ â»ââ»,No,14.0
2159,Godfrey,Bottini,Male,19,1963-10-05,,,High Net Worth,N,ã½à¼¼àºÙÍàºà¼½ï¾ ã½à¼¼àºÙÍàºà¼½ï¾,Yes,6.0
2161,Tommie,Mardle,Male,35,1998-01-14,,Financial Services,Mass Customer,N,ÃÃÃÃËÃÃï£¿ÃÃÃâ,No,4.0
